time,device,device_activated
2016-07-01 13:19:46,device_2,1
2016-07-01 13:25:05,device_3,1
2016-07-01 13:27:41,device_2,1
2016-07-01 13:36:12,device_2,1
2016-07-01 13:41:41,device_2,1
2016-07-01 13:49:16,device_3,1
2016-07-01 13:49:51,device_2,1
2016-07-01 13:52:36,device_3,1
2016-07-01 13:53:59,device_2,1
2016-07-01 13:58:19,device_3,1
2016-07-01 14:09:52,device_2,1
2016-07-01 14:18:09,device_3,1
2016-07-01 14:22:08,device_2,1
2016-07-01 14:32:59,device_3,1
2016-07-01 14:40:55,device_2,1
2016-07-01 14:53:29,device_2,1
2016-07-01 14:58:56,device_3,1
2016-07-01 15:01:36,device_2,1
2016-07-01 15:09:03,device_2,1
2016-07-01 15:16:03,device_2,1
2016-07-01 15:19:21,device_3,1
2016-07-01 15:21:52,device_2,1
2016-07-01 15:25:00,device_2,1
2016-07-01 15:28:44,device_2,1
2016-07-01 15:36:00,device_2,1
2016-07-01 15:40:16,device_3,1
2016-07-01 15:41:19,device_2,1
2016-07-01 15:47:09,device_3,1
2016-07-01 15:51:31,device_2,1
2016-07-01 15:54:57,device_3,1
2016-07-01 16:07:23,device_2,1
2016-07-01 16:12:40,device_2,1
2016-07-01 16:17:38,device_2,1
2016-07-01 16:31:33,device_2,1
2016-07-01 16:43:43,device_2,1
2016-07-01 16:54:51,device_2,1
2016-07-01 16:59:48,device_2,1
2016-07-03 20:49:22,device_3,1
2016-07-04 06:53:59,device_2,1
2016-07-04 06:54:01,device_2,1
2016-07-04 07:02:43,device_2,1
2016-07-04 07:02:44,device_2,1
2016-07-04 07:09:00,device_2,1
2016-07-04 07:09:01,device_2,1
2016-07-04 07:24:28,device_2,1
2016-07-04 07:31:07,device_2,1
2016-07-04 07:31:22,device_2,1
2016-07-04 07:36:28,device_2,1
2016-07-04 07:46:00,device_2,1
2016-07-04 07:48:01,device_2,1
2016-07-04 07:56:49,device_2,1
2016-07-04 07:56:59,device_2,1
2016-07-04 08:03:43,device_3,1
2016-07-04 08:06:48,device_2,1
2016-07-04 08:06:50,device_2,1
2016-07-04 08:16:50,device_3,1
2016-07-04 08:18:54,device_2,1
2016-07-04 08:19:19,device_2,1
2016-07-04 08:24:49,device_2,1
2016-07-04 08:24:50,device_2,1
2016-07-04 08:29:58,device_3,1
2016-07-04 08:30:04,device_2,1
2016-07-04 08:41:06,device_2,1
2016-07-04 08:43:46,device_3,1
2016-07-04 08:48:53,device_2,1
2016-07-04 08:54:11,device_2,1
2016-07-04 08:54:24,device_2,1
2016-07-04 08:54:34,device_3,1
2016-07-04 09:01:46,device_3,1
2016-07-04 09:02:02,device_2,1
2016-07-04 09:02:52,device_2,1
2016-07-04 09:12:56,device_3,1
2016-07-04 09:14:57,device_2,1
2016-07-04 09:17:22,device_3,1
2016-07-04 09:18:56,device_2,1
2016-07-04 09:22:40,device_2,1
2016-07-04 09:24:38,device_2,1
2016-07-04 09:30:36,device_2,1
2016-07-04 09:34:03,device_3,1
2016-07-04 09:43:58,device_3,1
2016-07-04 09:52:14,device_2,1
2016-07-04 10:11:29,device_2,1
2016-07-04 10:15:03,device_3,1
2016-07-04 10:21:13,device_2,1
2016-07-04 10:26:52,device_3,1
2016-07-04 10:37:45,device_3,1
2016-07-04 10:42:14,device_2,1
2016-07-04 10:42:14,device_2,1
2016-07-04 10:53:13,device_2,1
2016-07-04 10:55:16,device_2,1
2016-07-04 10:59:24,device_3,1
2016-07-04 10:59:45,device_2,1
2016-07-04 11:04:22,device_2,1
2016-07-04 11:04:23,device_2,1
2016-07-04 11:08:51,device_2,1
2016-07-04 11:09:30,device_2,1
2016-07-04 11:14:46,device_2,1
2016-07-04 11:21:19,device_2,1
2016-07-04 11:21:35,device_3,1
2016-07-04 11:25:25,device_2,1
2016-07-04 11:29:11,device_2,1
2016-07-04 11:30:49,device_3,1
2016-07-04 11:33:09,device_2,1
2016-07-04 11:39:38,device_2,1
2016-07-04 11:55:21,device_2,1
2016-07-04 12:00:15,device_4,1
2016-07-04 12:03:05,device_2,1
2016-07-04 12:04:29,device_3,1
2016-07-04 12:16:36,device_2,1
2016-07-04 12:20:22,device_6,1
2016-07-04 12:20:30,device_2,1
2016-07-04 12:24:45,device_6,1
2016-07-04 12:29:32,device_2,1
2016-07-04 12:34:44,device_2,1
2016-07-04 12:40:49,device_6,1
2016-07-04 12:45:55,device_2,1
2016-07-04 12:49:57,device_6,1
2016-07-04 12:54:51,device_3,1
2016-07-04 12:55:39,device_5,1
2016-07-04 12:58:28,device_2,1
2016-07-04 13:03:35,device_5,1
2016-07-04 13:03:41,device_2,1
2016-07-04 13:04:13,device_6,1
2016-07-04 13:09:31,device_3,1
2016-07-04 13:09:44,device_2,1
2016-07-04 13:12:23,device_6,1
2016-07-04 13:19:37,device_6,1
2016-07-04 13:21:56,device_3,1
2016-07-04 13:22:05,device_2,1
2016-07-04 13:25:41,device_2,1
2016-07-04 13:27:13,device_2,1
2016-07-04 13:28:59,device_4,1
2016-07-04 13:31:02,device_3,1
2016-07-04 13:32:26,device_2,1
2016-07-04 13:33:03,device_5,1
2016-07-04 13:41:36,device_2,1
2016-07-04 13:42:26,device_3,1
2016-07-04 13:45:42,device_3,1
2016-07-04 13:47:24,device_6,1
2016-07-04 13:51:36,device_5,1
2016-07-04 13:58:01,device_2,1
2016-07-04 13:58:03,device_2,1
2016-07-04 13:58:36,device_5,1
2016-07-04 13:58:58,device_6,1
2016-07-04 13:59:30,device_4,1
2016-07-04 14:02:50,device_2,1
2016-07-04 14:02:50,device_5,1
2016-07-04 14:05:22,device_3,1
2016-07-04 14:08:50,device_2,1
2016-07-04 14:10:23,device_5,1
2016-07-04 14:12:16,device_4,1
2016-07-04 14:16:50,device_6,1
2016-07-04 14:18:24,device_2,1
2016-07-04 14:18:34,device_4,1
2016-07-04 14:19:15,device_2,1
2016-07-04 14:21:02,device_3,1
2016-07-04 14:22:50,device_6,1
2016-07-04 14:23:07,device_4,1
2016-07-04 14:24:44,device_5,1
2016-07-04 14:25:40,device_3,1
2016-07-04 14:28:24,device_7,1
2016-07-04 14:34:36,device_6,1
2016-07-04 14:36:25,device_7,1
2016-07-04 14:36:50,device_2,1
2016-07-04 14:38:19,device_6,1
2016-07-04 14:41:26,device_2,1
2016-07-04 14:42:11,device_6,1
2016-07-04 14:42:31,device_5,1
2016-07-04 14:45:47,device_4,1
2016-07-04 14:46:04,device_6,1
2016-07-04 14:49:10,device_3,1
2016-07-04 14:50:48,device_7,1
2016-07-04 14:51:35,device_2,1
2016-07-04 14:52:26,device_4,1
2016-07-04 14:54:07,device_2,1
2016-07-04 14:58:11,device_2,1
2016-07-04 14:59:23,device_6,1
2016-07-04 15:00:06,device_4,1
2016-07-04 15:00:44,device_7,1
2016-07-04 15:01:09,device_3,1
2016-07-04 15:02:59,device_6,1
2016-07-04 15:06:13,device_5,1
2016-07-04 15:07:01,device_3,1
2016-07-04 15:08:05,device_2,1
2016-07-04 15:09:02,device_4,1
2016-07-04 15:09:13,device_6,1
2016-07-04 15:14:46,device_6,1
2016-07-04 15:19:30,device_6,1
2016-07-04 15:23:17,device_3,1
2016-07-04 15:25:39,device_2,1
2016-07-04 15:26:24,device_6,1
2016-07-04 15:34:06,device_7,1
2016-07-04 15:37:47,device_4,1
2016-07-04 15:37:52,device_2,1
2016-07-04 15:37:54,device_2,1
2016-07-04 15:41:38,device_4,1
2016-07-04 15:43:15,device_6,1
2016-07-04 15:46:32,device_4,1
2016-07-04 15:47:34,device_3,1
2016-07-04 15:49:30,device_2,1
2016-07-04 15:54:31,device_3,1
2016-07-04 15:57:22,device_4,1
2016-07-04 15:57:28,device_2,1
2016-07-04 15:58:36,device_6,1
2016-07-04 15:59:00,device_5,1
2016-07-04 15:59:25,device_3,1
2016-07-04 16:02:05,device_6,1
2016-07-04 16:03:42,device_2,1
2016-07-04 16:05:12,device_7,1
2016-07-04 16:07:58,device_2,1
2016-07-04 16:08:11,device_4,1
2016-07-04 16:09:27,device_5,1
2016-07-04 16:11:12,device_2,1
2016-07-04 16:11:19,device_3,1
2016-07-04 16:18:29,device_2,1
2016-07-04 16:21:14,device_2,1
2016-07-04 16:21:51,device_3,1
2016-07-04 16:23:18,device_6,1
2016-07-04 16:25:07,device_3,1
2016-07-04 16:26:20,device_2,1
2016-07-04 16:28:13,device_3,1
2016-07-04 16:28:57,device_6,1
2016-07-04 16:35:17,device_6,1
2016-07-04 16:41:02,device_3,1
2016-07-04 16:43:00,device_2,1
2016-07-04 16:59:02,device_3,1
2016-07-04 17:01:32,device_2,1
2016-07-04 17:11:31,device_3,1
2016-07-04 17:20:44,device_3,1
2016-07-04 17:23:36,device_4,1
2016-07-04 17:26:33,device_6,1
2016-07-04 17:27:35,device_4,1
2016-07-04 17:30:26,device_3,1
2016-07-04 17:35:44,device_4,1
2016-07-04 17:36:22,device_6,1
2016-07-04 18:05:37,device_3,1
2016-07-04 18:09:15,device_6,1
2016-07-04 18:54:50,device_6,1
2016-07-04 19:09:00,device_3,1
2016-07-04 19:37:07,device_3,1
2016-07-04 19:42:56,device_3,1
2016-07-04 19:48:08,device_3,1
2016-07-04 19:58:21,device_3,1
2016-07-05 06:31:36,device_6,1
2016-07-05 06:48:45,device_6,1
2016-07-05 07:05:05,device_6,1
2016-07-05 07:16:57,device_4,1
2016-07-05 07:22:52,device_6,1
2016-07-05 07:23:24,device_4,1
2016-07-05 07:23:56,device_7,1
2016-07-05 07:29:35,device_6,1
2016-07-05 07:31:04,device_7,1
2016-07-05 07:38:01,device_7,1
2016-07-05 07:44:06,device_4,1
2016-07-05 07:44:12,device_6,1
2016-07-05 07:46:33,device_7,1
2016-07-05 08:00:28,device_6,1
2016-07-05 08:03:55,device_7,1
2016-07-05 08:11:12,device_4,1
2016-07-05 08:12:04,device_5,1
2016-07-05 08:17:04,device_7,1
2016-07-05 08:22:15,device_4,1
2016-07-05 08:22:55,device_5,1
2016-07-05 08:25:38,device_6,1
2016-07-05 08:27:15,device_4,1
2016-07-05 08:31:48,device_6,1
2016-07-05 08:32:22,device_5,1
2016-07-05 08:33:46,device_7,1
2016-07-05 08:37:44,device_5,1
2016-07-05 08:41:38,device_4,1
2016-07-05 08:47:18,device_7,1
2016-07-05 08:48:47,device_4,1
2016-07-05 08:51:46,device_6,1
2016-07-05 08:55:34,device_4,1
2016-07-05 09:02:34,device_5,1
2016-07-05 09:05:28,device_6,1
2016-07-05 09:10:22,device_4,1
2016-07-05 09:12:33,device_6,1
2016-07-05 09:12:59,device_5,1
2016-07-05 09:22:45,device_6,1
2016-07-05 09:27:26,device_6,1
2016-07-05 09:27:35,device_5,1
2016-07-05 09:32:41,device_4,1
2016-07-05 09:33:52,device_5,1
2016-07-05 09:38:49,device_5,1
2016-07-05 09:44:38,device_4,1
2016-07-05 09:52:53,device_4,1
2016-07-05 09:53:06,device_6,1
2016-07-05 10:01:03,device_4,1
2016-07-05 10:07:53,device_5,1
2016-07-05 10:09:35,device_4,1
2016-07-05 10:09:41,device_6,1
2016-07-05 10:12:22,device_5,1
2016-07-05 10:12:53,device_4,1
2016-07-05 10:19:45,device_4,1
2016-07-05 10:21:34,device_6,1
2016-07-05 10:23:24,device_5,1
2016-07-05 10:29:45,device_6,1
2016-07-05 10:32:10,device_4,1
2016-07-05 10:35:51,device_4,1
2016-07-05 10:42:30,device_5,1
2016-07-05 10:52:37,device_4,1
2016-07-05 10:54:54,device_5,1
2016-07-05 10:58:49,device_5,1
2016-07-05 11:03:44,device_5,1
2016-07-05 11:07:10,device_4,1
2016-07-05 11:10:57,device_5,1
2016-07-05 11:11:43,device_6,1
2016-07-05 11:16:56,device_4,1
2016-07-05 11:20:29,device_4,1
2016-07-05 11:21:56,device_6,1
2016-07-05 11:24:30,device_4,1
2016-07-05 11:25:12,device_5,1
2016-07-05 11:28:27,device_4,1
2016-07-05 11:31:54,device_6,1
2016-07-05 11:34:20,device_4,1
2016-07-05 11:55:40,device_6,1
2016-07-05 12:29:02,device_6,1
2016-07-05 12:43:44,device_5,1
2016-07-05 12:47:36,device_4,1
2016-07-05 12:47:59,device_6,1
2016-07-05 12:52:07,device_5,1
2016-07-05 12:57:37,device_6,1
2016-07-05 13:00:28,device_5,1
2016-07-05 13:07:01,device_4,1
2016-07-05 13:12:05,device_4,1
2016-07-05 13:21:58,device_6,1
2016-07-05 13:21:59,device_4,1
2016-07-05 13:25:11,device_6,1
2016-07-05 13:27:10,device_4,1
2016-07-05 13:28:39,device_5,1
2016-07-05 13:35:55,device_5,1
2016-07-05 13:46:15,device_4,1
2016-07-05 13:46:23,device_6,1
2016-07-05 13:51:42,device_4,1
2016-07-05 13:52:12,device_5,1
2016-07-05 14:02:05,device_6,1
2016-07-05 14:02:56,device_5,1
2016-07-05 14:04:47,device_4,1
2016-07-05 14:08:31,device_6,1
2016-07-05 14:09:55,device_5,1
2016-07-05 14:10:41,device_4,1
2016-07-05 14:22:16,device_5,1
2016-07-05 14:25:24,device_6,1
2016-07-05 14:31:13,device_5,1
2016-07-05 14:32:13,device_6,1
2016-07-05 14:35:06,device_5,1
2016-07-05 14:37:14,device_6,1
2016-07-05 14:39:58,device_4,1
2016-07-05 14:43:18,device_5,1
2016-07-05 14:44:22,device_3,1
2016-07-05 14:46:24,device_4,1
2016-07-05 14:48:24,device_5,1
2016-07-05 14:51:05,device_3,1
2016-07-05 14:54:32,device_4,1
2016-07-05 14:54:33,device_3,1
2016-07-05 14:59:53,device_3,1
2016-07-05 15:01:56,device_6,1
2016-07-05 15:02:18,device_2,1
2016-07-05 15:02:31,device_5,1
2016-07-05 15:04:09,device_2,1
2016-07-05 15:06:17,device_3,1
2016-07-05 15:06:28,device_5,1
2016-07-05 15:09:21,device_2,1
2016-07-05 15:09:58,device_2,1
2016-07-05 15:10:50,device_3,1
2016-07-05 15:11:30,device_5,1
2016-07-05 15:17:17,device_6,1
2016-07-05 15:17:59,device_5,1
2016-07-05 15:18:22,device_3,1
2016-07-05 15:19:42,device_4,1
2016-07-05 15:21:19,device_2,1
2016-07-05 15:21:20,device_2,1
2016-07-05 15:28:16,device_2,1
2016-07-05 15:29:55,device_6,1
2016-07-05 15:41:13,device_5,1
2016-07-05 15:42:55,device_2,1
2016-07-05 15:42:55,device_2,1
2016-07-05 15:44:42,device_3,1
2016-07-05 15:46:23,device_5,1
2016-07-05 15:47:42,device_4,1
2016-07-05 15:48:34,device_6,1
2016-07-05 15:50:37,device_2,1
2016-07-05 15:50:57,device_2,1
2016-07-05 15:53:05,device_5,1
2016-07-05 15:59:58,device_4,1
2016-07-05 16:00:31,device_2,1
2016-07-05 16:02:13,device_2,1
2016-07-05 16:03:39,device_3,1
2016-07-05 16:04:39,device_5,1
2016-07-05 16:07:30,device_2,1
2016-07-05 16:07:31,device_2,1
2016-07-05 16:14:28,device_5,1
2016-07-05 16:15:12,device_4,1
2016-07-05 16:15:58,device_6,1
2016-07-05 16:17:09,device_2,1
2016-07-05 16:20:12,device_3,1
2016-07-05 16:21:58,device_2,1
2016-07-05 16:22:20,device_6,1
2016-07-05 16:27:59,device_4,1
2016-07-05 16:29:54,device_2,1
2016-07-05 16:30:55,device_5,1
2016-07-05 16:31:06,device_3,1
2016-07-05 16:31:19,device_2,1
2016-07-05 16:35:35,device_3,1
2016-07-05 16:35:45,device_5,1
2016-07-05 16:36:09,device_6,1
2016-07-05 16:39:40,device_5,1
2016-07-05 16:40:09,device_4,1
2016-07-05 16:40:27,device_2,1
2016-07-05 16:40:31,device_2,1
2016-07-05 16:44:46,device_4,1
2016-07-05 16:44:50,device_5,1
2016-07-05 16:46:22,device_6,1
2016-07-05 16:48:13,device_2,1
2016-07-05 16:48:14,device_2,1
2016-07-05 16:48:40,device_5,1
2016-07-05 16:51:12,device_3,1
2016-07-05 16:51:14,device_4,1
2016-07-05 16:51:23,device_6,1
2016-07-05 16:51:25,device_2,1
2016-07-05 16:57:30,device_6,1
2016-07-05 17:01:34,device_2,1
2016-07-05 17:08:26,device_5,1
2016-07-05 17:12:48,device_5,1
2016-07-05 17:20:01,device_5,1
2016-07-05 17:20:28,device_7,1
2016-07-05 17:24:06,device_3,1
2016-07-05 17:26:13,device_4,1
2016-07-05 17:27:22,device_6,1
2016-07-05 17:49:45,device_3,1
2016-07-05 18:03:58,device_3,1
2016-07-05 18:26:31,device_6,1
2016-07-05 18:49:50,device_3,1
2016-07-05 19:18:21,device_3,1
2016-07-05 20:03:30,device_3,1
2016-07-05 20:16:47,device_3,1
2016-07-05 20:21:00,device_3,1
2016-07-06 06:34:24,device_6,1
2016-07-06 06:53:06,device_2,1
2016-07-06 06:53:08,device_2,1
2016-07-06 06:58:42,device_2,1
2016-07-06 06:59:06,device_6,1
2016-07-06 07:10:31,device_2,1
2016-07-06 07:10:32,device_2,1
2016-07-06 07:12:48,device_4,1
2016-07-06 07:14:25,device_6,1
2016-07-06 07:19:21,device_2,1
2016-07-06 07:19:30,device_2,1
2016-07-06 07:20:16,device_4,1
2016-07-06 07:23:29,device_2,1
2016-07-06 07:30:22,device_4,1
2016-07-06 07:30:30,device_6,1
2016-07-06 07:37:11,device_2,1
2016-07-06 07:38:41,device_2,1
2016-07-06 07:38:41,device_6,1
2016-07-06 07:41:46,device_6,1
2016-07-06 07:45:28,device_3,1
2016-07-06 07:46:35,device_4,1
2016-07-06 07:47:16,device_6,1
2016-07-06 07:47:22,device_2,1
2016-07-06 07:47:57,device_2,1
2016-07-06 07:54:49,device_6,1
2016-07-06 07:55:05,device_2,1
2016-07-06 08:01:51,device_4,1
2016-07-06 08:02:40,device_2,1
2016-07-06 08:09:05,device_7,1
2016-07-06 08:13:46,device_6,1
2016-07-06 08:15:18,device_2,1
2016-07-06 08:19:08,device_6,1
2016-07-06 08:20:42,device_7,1
2016-07-06 08:25:46,device_2,1
2016-07-06 08:28:06,device_4,1
2016-07-06 08:28:53,device_7,1
2016-07-06 08:32:36,device_6,1
2016-07-06 08:38:01,device_4,1
2016-07-06 08:40:48,device_5,1
2016-07-06 08:42:16,device_2,1
2016-07-06 08:42:20,device_4,1
2016-07-06 08:45:14,device_6,1
2016-07-06 08:49:49,device_7,1
2016-07-06 08:50:10,device_5,1
2016-07-06 08:50:30,device_2,1
2016-07-06 08:54:23,device_3,1
2016-07-06 08:54:24,device_2,1
2016-07-06 08:55:51,device_6,1
2016-07-06 08:55:58,device_2,1
2016-07-06 08:57:21,device_4,1
2016-07-06 09:01:45,device_2,1
2016-07-06 09:03:36,device_7,1
2016-07-06 09:03:39,device_6,1
2016-07-06 09:05:59,device_5,1
2016-07-06 09:06:47,device_7,1
2016-07-06 09:10:59,device_6,1
2016-07-06 09:12:17,device_7,1
2016-07-06 09:13:56,device_5,1
2016-07-06 09:17:41,device_4,1
2016-07-06 09:20:53,device_6,1
2016-07-06 09:23:37,device_7,1
2016-07-06 09:26:08,device_6,1
2016-07-06 09:26:48,device_4,1
2016-07-06 09:28:06,device_7,1
2016-07-06 09:29:27,device_5,1
2016-07-06 09:29:56,device_3,1
2016-07-06 09:36:34,device_7,1
2016-07-06 09:40:03,device_5,1
2016-07-06 09:41:43,device_6,1
2016-07-06 09:50:07,device_4,1
2016-07-06 09:55:17,device_6,1
2016-07-06 09:58:22,device_4,1
2016-07-06 09:59:32,device_5,1
2016-07-06 09:59:35,device_6,1
2016-07-06 10:09:38,device_2,1
2016-07-06 10:22:26,device_5,1
2016-07-06 10:22:54,device_4,1
2016-07-06 10:23:57,device_6,1
2016-07-06 10:24:03,device_2,1
2016-07-06 10:24:06,device_2,1
2016-07-06 10:25:04,device_7,1
2016-07-06 10:28:07,device_2,1
2016-07-06 10:29:39,device_4,1
2016-07-06 10:29:47,device_6,1
2016-07-06 10:32:27,device_7,1
2016-07-06 10:35:13,device_6,1
2016-07-06 10:37:35,device_7,1
2016-07-06 10:41:28,device_4,1
2016-07-06 10:42:36,device_5,1
2016-07-06 10:46:03,device_6,1
2016-07-06 10:55:04,device_6,1
2016-07-06 10:55:32,device_4,1
2016-07-06 10:59:25,device_5,1
2016-07-06 10:59:55,device_6,1
2016-07-06 11:00:08,device_3,1
2016-07-06 11:02:09,device_7,1
2016-07-06 11:02:31,device_4,1
2016-07-06 11:05:48,device_3,1
2016-07-06 11:06:07,device_4,1
2016-07-06 11:13:28,device_7,1
2016-07-06 11:14:11,device_5,1
2016-07-06 11:15:11,device_4,1
2016-07-06 11:15:14,device_6,1
2016-07-06 11:17:46,device_2,1
2016-07-06 11:18:47,device_7,1
2016-07-06 11:18:59,device_3,1
2016-07-06 11:21:50,device_6,1
2016-07-06 11:24:01,device_5,1
2016-07-06 11:25:26,device_4,1
2016-07-06 11:25:36,device_6,1
2016-07-06 11:26:03,device_7,1
2016-07-06 11:29:01,device_6,1
2016-07-06 11:29:06,device_4,1
2016-07-06 11:30:48,device_3,1
2016-07-06 11:33:26,device_6,1
2016-07-06 11:36:44,device_2,1
2016-07-06 11:37:08,device_7,1
2016-07-06 11:40:56,device_4,1
2016-07-06 11:43:45,device_3,1
2016-07-06 11:45:38,device_7,1
2016-07-06 11:45:56,device_4,1
2016-07-06 11:47:51,device_6,1
2016-07-06 11:48:51,device_7,1
2016-07-06 11:49:01,device_3,1
2016-07-06 11:53:01,device_3,1
2016-07-06 11:54:01,device_7,1
2016-07-06 11:54:23,device_2,1
2016-07-06 11:58:02,device_2,1
2016-07-06 12:01:54,device_3,1
2016-07-06 12:06:06,device_2,1
2016-07-06 12:07:29,device_7,1
2016-07-06 12:09:25,device_2,1
2016-07-06 12:10:32,device_3,1
2016-07-06 12:12:42,device_7,1
2016-07-06 12:16:44,device_2,1
2016-07-06 12:18:49,device_2,1
2016-07-06 12:19:38,device_6,1
2016-07-06 12:21:06,device_7,1
2016-07-06 12:24:00,device_2,1
2016-07-06 12:26:10,device_6,1
2016-07-06 12:28:55,device_7,1
2016-07-06 12:32:28,device_6,1
2016-07-06 12:37:07,device_2,1
2016-07-06 12:43:16,device_2,1
2016-07-06 12:45:23,device_6,1
2016-07-06 12:48:42,device_2,1
2016-07-06 12:50:39,device_6,1
2016-07-06 12:51:43,device_4,1
2016-07-06 12:53:59,device_2,1
2016-07-06 12:54:29,device_2,1
2016-07-06 12:55:03,device_5,1
2016-07-06 13:03:44,device_2,1
2016-07-06 13:03:45,device_5,1
2016-07-06 13:04:34,device_2,1
2016-07-06 13:11:40,device_5,1
2016-07-06 13:12:49,device_4,1
2016-07-06 13:12:50,device_2,1
2016-07-06 13:12:54,device_6,1
2016-07-06 13:14:23,device_2,1
2016-07-06 13:15:30,device_3,1
2016-07-06 13:16:43,device_7,1
2016-07-06 13:17:07,device_5,1
2016-07-06 13:18:18,device_4,1
2016-07-06 13:21:40,device_6,1
2016-07-06 13:23:45,device_4,1
2016-07-06 13:24:29,device_2,1
2016-07-06 13:25:20,device_2,1
2016-07-06 13:26:13,device_7,1
2016-07-06 13:28:53,device_2,1
2016-07-06 13:31:23,device_2,1
2016-07-06 13:33:09,device_2,1
2016-07-06 13:33:46,device_4,1
2016-07-06 13:38:33,device_4,1
2016-07-06 13:39:29,device_7,1
2016-07-06 13:43:21,device_6,1
2016-07-06 13:43:55,device_7,1
2016-07-06 13:47:52,device_6,1
2016-07-06 13:51:18,device_2,1
2016-07-06 13:51:33,device_2,1
2016-07-06 13:52:28,device_7,1
2016-07-06 13:54:42,device_6,1
2016-07-06 13:55:34,device_5,1
2016-07-06 13:56:03,device_4,1
2016-07-06 13:59:35,device_7,1
2016-07-06 14:00:09,device_5,1
2016-07-06 14:03:41,device_6,1
2016-07-06 14:05:26,device_2,1
2016-07-06 14:05:32,device_5,1
2016-07-06 14:05:54,device_2,1
2016-07-06 14:08:09,device_7,1
2016-07-06 14:09:39,device_4,1
2016-07-06 14:09:47,device_2,1
2016-07-06 14:15:51,device_6,1
2016-07-06 14:16:19,device_7,1
2016-07-06 14:16:25,device_2,1
2016-07-06 14:20:02,device_2,1
2016-07-06 14:22:55,device_7,1
2016-07-06 14:24:04,device_4,1
2016-07-06 14:25:41,device_6,1
2016-07-06 14:26:32,device_2,1
2016-07-06 14:28:47,device_2,1
2016-07-06 14:29:30,device_7,1
2016-07-06 14:31:41,device_2,1
2016-07-06 14:31:49,device_6,1
2016-07-06 14:32:52,device_4,1
2016-07-06 14:34:47,device_7,1
2016-07-06 14:37:53,device_6,1
2016-07-06 14:38:13,device_5,1
2016-07-06 14:38:44,device_2,1
2016-07-06 14:38:57,device_4,1
2016-07-06 14:39:06,device_2,1
2016-07-06 14:39:35,device_7,1
2016-07-06 14:42:26,device_4,1
2016-07-06 14:43:29,device_2,1
2016-07-06 14:44:32,device_6,1
2016-07-06 14:45:50,device_2,1
2016-07-06 14:52:36,device_6,1
2016-07-06 14:57:27,device_2,1
